year,category,nominee,movie,winner,id
1989,actress in a supporting role,Julia Roberts,Steel Magnolias,FALSE,824
1990,actress in a leading role,Julia Roberts,Pretty Woman,FALSE,825
2000,actress in a leading role,Julia Roberts,Erin Brockovich,TRUE,826
1997,actress in a supporting role,Julianne Moore,Boogie Nights,FALSE,827
1999,actress in a leading role,Julianne Moore,The End of the Affair,FALSE,828
2002,actress in a leading role,Julianne Moore,Far from Heaven,FALSE,829
2002,actress in a supporting role,Julianne Moore,The Hours,FALSE,830
1964,actress,Julie Andrews,Mary Poppins,TRUE,831
1965,actress,Julie Andrews,The Sound of Music,FALSE,832
1982,actress in a leading role,Julie Andrews,Victor/Victoria,FALSE,833
1965,actress,Julie Christie,Darling,TRUE,834
1971,actress,Julie Christie,McCabe & Mrs. Miller,FALSE,835
1997,actress in a leading role,Julie Christie,Afterglow,FALSE,836
2007,actress in a leading role,Julie Christie,Away from Her,FALSE,837
1952,actress,Julie Harris,The Member of the Wedding,FALSE,838
1983,actress in a leading role,Julie Walters,Educating Rita,FALSE,839
2000,actress in a supporting role,Julie Walters,Billy Elliot,FALSE,840
1996,actress in a supporting role,Juliette Binoche,The English Patient,TRUE,841
2000,actress in a leading role,Juliette Binoche,Chocolat,FALSE,842
1991,actress in a supporting role,Juliette Lewis,Cape Fear,FALSE,843
1979,actor in a supporting role,Justin Henry,Kramer vs. Kramer,FALSE,844
1970,actress in a supporting role,Karen Black,Five Easy Pieces,FALSE,845
1951,actor in a supporting role,Karl Malden,A Streetcar Named Desire,TRUE,846
1954,actor in a supporting role,Karl Malden,On the Waterfront,FALSE,847
2000,actress in a supporting role,Kate Hudson,Almost Famous,FALSE,848
1991,actress in a supporting role,Kate Nelligan,The Prince of Tides,FALSE,849
1995,actress in a supporting role,Kate Winslet,Sense and Sensibility,FALSE,850
1997,actress in a leading role,Kate Winslet,Titanic,FALSE,851
2001,actress in a supporting role,Kate Winslet,Iris,FALSE,852
2004,actress in a leading role,Kate Winslet,Eternal Sunshine of the Spotless Mind,FALSE,853
2006,actress in a leading role,Kate Winslet,Little Children,FALSE,854
2008,actress in a leading role,Kate Winslet,The Reader,TRUE,855
1940,actress,Katharine Hepburn,The Philadelphia Story,FALSE,856
1942,actress,Katharine Hepburn,Woman of the Year,FALSE,857
1951,actress,Katharine Hepburn,The African Queen,FALSE,858
1955,actress,Katharine Hepburn,Summertime,FALSE,859
1956,actress,Katharine Hepburn,The Rainmaker,FALSE,860
1959,actress,Katharine Hepburn,"Suddenly, Last Summer",FALSE,861
1962,actress,Katharine Hepburn,Long Day's Journey into Night,FALSE,862
1967,actress,Katharine Hepburn,Guess Who's Coming to Dinner,TRUE,863
1968,actress,Katharine Hepburn,The Lion in Winter,TRUE,864
1981,actress in a leading role,Katharine Hepburn,On Golden Pond,TRUE,865
1967,actress in a supporting role,Katharine Ross,The Graduate,FALSE,866
1995,actress in a supporting role,Kathleen Quinlan,Apollo 13,FALSE,867
1986,actress in a leading role,Kathleen Turner,Peggy Sue Got Married,FALSE,868
1990,actress in a leading role,Kathy Bates,Misery,TRUE,869
1998,actress in a supporting role,Kathy Bates,Primary Colors,FALSE,870
2002,actress in a supporting role,Kathy Bates,About Schmidt,FALSE,871
1943,actress in a supporting role,Katina Paxinou,For Whom the Bell Tolls,TRUE,872
1954,actress in a supporting role,Katy Jurado,Broken Lance,FALSE,873
1968,actress in a supporting role,Kay Medford,Funny Girl,FALSE,874
2005,actress in a leading role,Keira Knightley,Pride & Prejudice,FALSE,875
2003,actress in a leading role,Keisha Castle-Hughes,Whale Rider,FALSE,876
2003,actor in a supporting role,Ken Watanabe,The Last Samurai,FALSE,877
1989,actor in a leading role,Kenneth Branagh,Henry V,FALSE,878
2011,actor in a supporting role,Kenneth Branagh,My Week with Marilyn,FALSE,879
1990,actor in a leading role,Kevin Costner,Dances With Wolves,FALSE,880
1988,actor in a supporting role,Kevin Kline,A Fish Called Wanda,TRUE,881
1951,actor in a supporting role,Kevin McCarthy,Death of a Salesman,FALSE,882
1995,actor in a supporting role,Kevin Spacey,The Usual Suspects,TRUE,883
1999,actor in a leading role,Kevin Spacey,American Beauty,TRUE,884
1997,actress in a supporting role,Kim Basinger,L.A. Confidential,TRUE,885
1951,actress in a supporting role,Kim Hunter,A Streetcar Named Desire,TRUE,886
1964,actress,Kim Stanley,Seance on a Wet Afternoon,FALSE,887
1982,actress in a supporting role,Kim Stanley,Frances,FALSE,888
1949,actor,Kirk Douglas,Champion,FALSE,889
1952,actor,Kirk Douglas,The Bad and the Beautiful,FALSE,890
1956,actor,Kirk Douglas,Lust for Life,FALSE,891
1985,actor in a supporting role,Klaus Maria Brandauer,Out of Africa,FALSE,892
1996,actress in a leading role,Kristin Scott Thomas,The English Patient,FALSE,893
1957,actress,Lana Turner,Peyton Place,FALSE,894
1946,actor,Larry Parks,The Jolson Story,FALSE,895
1991,actress in a leading role,Laura Dern,Rambling Rose,FALSE,896
2000,actress in a leading role,Laura Linney,You Can Count on Me,FALSE,897
2004,actress in a supporting role,Laura Linney,Kinsey,FALSE,898
2007,actress in a leading role,Laura Linney,The Savages,FALSE,899
1996,actress in a supporting role,Lauren Bacall,The Mirror Has Two Faces,FALSE,900
1993,actor in a leading role,Laurence Fishburne,What's Love Got to Do with It,FALSE,901
1959,actor,Laurence Harvey,Room at the Top,FALSE,902
1939,actor,Laurence Olivier,Wuthering Heights,FALSE,903
1940,actor,Laurence Olivier,Rebecca,FALSE,904
1946,actor,Laurence Olivier,Henry V,FALSE,905
1948,actor,Laurence Olivier,Hamlet,TRUE,906
1960,actor,Laurence Olivier,The Entertainer,FALSE,907
1965,actor,Laurence Olivier,Othello,FALSE,908
1972,actor,Laurence Olivier,Sleuth,FALSE,909
1976,actor in a supporting role,Laurence Olivier,Marathon Man,FALSE,910
1978,actor in a leading role,Laurence Olivier,The Boys from Brazil,FALSE,911
1951,actress in a supporting role,Lee Grant,Detective Story,FALSE,912
1970,actress in a supporting role,Lee Grant,The Landlord,FALSE,913
1975,actress in a supporting role,Lee Grant,Shampoo,TRUE,914
1976,actress in a supporting role,Lee Grant,Voyage of the Damned,FALSE,915
1954,actor in a supporting role,Lee J. Cobb,On the Waterfront,FALSE,916
1958,actor in a supporting role,Lee J. Cobb,The Brothers Karamazov,FALSE,917
1965,actor,Lee Marvin,Cat Ballou,TRUE,918
1962,actress,Lee Remick,Days of Wine and Roses,FALSE,919
1974,actor in a supporting role,Lee Strasberg,The Godfather Part II,FALSE,920
1964,actor in a supporting role,Lee Tracy,The Best Man,FALSE,921
1989,actress in a supporting role,Lena Olin,"Enemies, A Love Story",FALSE,922
1951,actor in a supporting role,Leo Genn,Quo Vadis,FALSE,923
1971,actor in a supporting role,Leonard Frey,Fiddler on the Roof,FALSE,924
1993,actor in a supporting role,Leonardo DiCaprio,What's Eating Gilbert Grape,FALSE,925
2004,actor in a leading role,Leonardo DiCaprio,The Aviator,FALSE,926
2006,actor in a leading role,Leonardo DiCaprio,Blood Diamond,FALSE,927
1982,actress in a supporting role,Lesley Ann Warren,Victor/Victoria,FALSE,928
1977,actress in a supporting role,Leslie Browne,The Turning Point,FALSE,929
1953,actress,Leslie Caron,Lili,FALSE,930
1963,actress,Leslie Caron,The L-Shaped Room,FALSE,931
1938,actor,Leslie Howard,Pygmalion,FALSE,932
1948,actor,Lew Ayres,Johnny Belinda,FALSE,933
1993,actor in a leading role,Liam Neeson,Schindler's List,FALSE,934
1964,actress in a supporting role,Lila Kedrova,Zorba the Greek,TRUE,935
1963,actress in a supporting role,Lilia Skala,Lilies of the Field,FALSE,936
1946,actress in a supporting role,Lillian Gish,Duel in the Sun,FALSE,937
1975,actress in a supporting role,Lily Tomlin,Nashville,FALSE,938
1973,actress in a supporting role,Linda Blair,The Exorcist,FALSE,939
1983,actress in a supporting role,Linda Hunt,The Year of Living Dangerously,TRUE,940
1984,actress in a supporting role,Lindsay Crouse,Places in the Heart,FALSE,941
1972,actress,Liv Ullmann,The Emigrants,FALSE,942
1976,actress in a leading role,Liv Ullmann,Face to Face,FALSE,943
1969,actress,Liza Minnelli,The Sterile Cuckoo,FALSE,944
1972,actress,Liza Minnelli,Cabaret,TRUE,945
1947,actress,Loretta Young,The Farmer's Daughter,TRUE,946
1949,actress,Loretta Young,Come to the Stable,FALSE,947
1990,actress in a supporting role,Lorraine Bracco,Good Fellas,FALSE,948
1961,actress in a supporting role,Lotte Lenya,The Roman Spring of Mrs. Stone,FALSE,949
1950,actor,Louis Calhern,The Magnificent Yankee,FALSE,950
1982,actor in a supporting role,"Louis Gossett, Jr.",An Officer and a Gentleman,TRUE,951
1975,actress,Louise Fletcher,One Flew over the Cuckoo's Nest,TRUE,952
1943,actress in a supporting role,Lucile Watson,Watch on the Rhine,FALSE,953
1936,actress,Luise Rainer,The Great Ziegfeld,TRUE,954
1937,actress,Luise Rainer,The Good Earth,TRUE,955
1968,actress in a supporting role,Lynn Carlin,Faces,FALSE,956
1966,actress,Lynn Redgrave,Georgy Girl,FALSE,957
1998,actress in a supporting role,Lynn Redgrave,Gods and Monsters,FALSE,958
1973,actress in a supporting role,Madeline Kahn,Paper Moon,FALSE,959
1974,actress in a supporting role,Madeline Kahn,Blazing Saddles,FALSE,960
2009,actress in a supporting role,Maggie Gyllenhaal,Crazy Heart,FALSE,961
1953,actress,Maggie McNamara,The Moon Is Blue,FALSE,962
1965,actress in a supporting role,Maggie Smith,Othello,FALSE,963
1969,actress,Maggie Smith,The Prime of Miss Jean Brodie,TRUE,964
1972,actress,Maggie Smith,Travels with My Aunt,FALSE,965
1978,actress in a supporting role,Maggie Smith,California Suite,TRUE,966
1986,actress in a supporting role,Maggie Smith,A Room with a View,FALSE,967
2001,actress in a supporting role,Maggie Smith,Gosford Park,FALSE,968
1966,actor in a supporting role,Mako,The Sand Pebbles,FALSE,969
1962,actor,Marcello Mastroianni,Divorce--Italian Style,FALSE,970
1977,actor in a leading role,Marcello Mastroianni,A Special Day,FALSE,971
1987,actor in a leading role,Marcello Mastroianni,Dark Eyes,FALSE,972
2000,actress in a supporting role,Marcia Gay Harden,Pollock,TRUE,973
2003,actress in a supporting role,Marcia Gay Harden,Mystic River,FALSE,974
1995,actress in a supporting role,Mare Winningham,Georgia,FALSE,975
1985,actress in a supporting role,Margaret Avery,The Color Purple,FALSE,976
1971,actress in a supporting role,Margaret Leighton,The Go-Between,FALSE,977
1963,actress in a supporting role,Margaret Rutherford,The V.I.P.s,TRUE,978
1938,actress,Margaret Sullavan,Three Comrades,FALSE,979
1941,actress in a supporting role,Margaret Wycherly,Sergeant York,FALSE,980
1936,actress in a supporting role,Maria Ouspenskaya,Dodsworth,FALSE,981
1939,actress in a supporting role,Maria Ouspenskaya,Love Affair,FALSE,982
1996,actress in a supporting role,Marianne Jean-Baptiste,Secrets & Lies,FALSE,983
1976,actress in a leading role,Marie-Christine Barrault,"Cousin, Cousine",FALSE,984
1979,actress in a supporting role,Mariel Hemingway,Manhattan,FALSE,985
2007,actress in a leading role,Marion Cotillard,La Vie en Rose,TRUE,986
1955,actress in a supporting role,Marisa Pavan,The Rose Tattoo,FALSE,987
1992,actress in a supporting role,Marisa Tomei,My Cousin Vinny,TRUE,988
2001,actress in a supporting role,Marisa Tomei,In the Bedroom,FALSE,989
2008,actress in a supporting role,Marisa Tomei,The Wrestler,FALSE,990
1947,actress in a supporting role,Marjorie Main,The Egg and I,FALSE,991
1940,actress in a supporting role,Marjorie Rambeau,Primrose Path,FALSE,992
1953,actress in a supporting role,Marjorie Rambeau,Torch Song,FALSE,993
2010,actor in a supporting role,Mark Ruffalo,The Kids Are All Right,FALSE,994
2006,actor in a supporting role,Mark Wahlberg,The Departed,FALSE,995
1986,actress in a leading role,Marlee Matlin,Children of a Lesser God,TRUE,996
1951,actor,Marlon Brando,A Streetcar Named Desire,FALSE,997
1952,actor,Marlon Brando,Viva Zapata!,FALSE,998
1953,actor,Marlon Brando,Julius Caesar,FALSE,999
1954,actor,Marlon Brando,On the Waterfront,TRUE,1000
1957,actor,Marlon Brando,Sayonara,FALSE,1001
1972,actor,Marlon Brando,The Godfather,TRUE,1002
1973,actor,Marlon Brando,Last Tango in Paris,FALSE,1003
1989,actor in a supporting role,Marlon Brando,A Dry White Season,FALSE,1004
1973,actress,Marsha Mason,Cinderella Liberty,FALSE,1005
1977,actress in a leading role,Marsha Mason,The Goodbye Girl,FALSE,1006
1979,actress in a leading role,Marsha Mason,Chapter Two,FALSE,1007
1981,actress in a leading role,Marsha Mason,Only When I Laugh,FALSE,1008
1958,actress in a supporting role,Martha Hyer,Some Came Running,FALSE,1009
1940,actress,Martha Scott,Our Town,FALSE,1010
1965,actor in a supporting role,Martin Balsam,A Thousand Clowns,TRUE,1011
1988,actor in a supporting role,Martin Landau,Tucker The Man and His Dream,FALSE,1012
1989,actor in a supporting role,Martin Landau,Crimes and Misdemeanors,FALSE,1013
1994,actor in a supporting role,Martin Landau,Ed Wood,TRUE,1014
1941,actress in a supporting role,Mary Astor,The Great Lie,TRUE,1015
1962,actress in a supporting role,Mary Badham,To Kill a Mockingbird,FALSE,1016
1986,actress in a supporting role,Mary Elizabeth Mastrantonio,The Color of Money,FALSE,1017
1990,actress in a supporting role,Mary McDonnell,Dances With Wolves,FALSE,1018
1992,actress in a leading role,Mary McDonnell,Passion Fish,FALSE,1019
1980,actress in a supporting role,Mary Steenburgen,Melvin and Howard,TRUE,1020
1980,actress in a leading role,Mary Tyler Moore,Ordinary People,FALSE,1021
1960,actress in a supporting role,Mary Ure,Sons and Lovers,FALSE,1022
1995,actor in a leading role,Massimo Troisi,The Postman (Il Postino),FALSE,1023
1997,actor in a leading role,Matt Damon,Good Will Hunting,FALSE,1024
2009,actor in a supporting role,Matt Damon,Invictus,FALSE,1025
2005,actor in a supporting role,Matt Dillon,Crash,FALSE,1026
1958,actress in a supporting role,Maureen Stapleton,Lonelyhearts,FALSE,1027
1970,actress in a supporting role,Maureen Stapleton,Airport,FALSE,1028
1978,actress in a supporting role,Maureen Stapleton,Interiors,FALSE,1029
1981,actress in a supporting role,Maureen Stapleton,Reds,TRUE,1030
1988,actor in a leading role,Max von Sydow,Pelle the Conqueror,FALSE,1031
2011,actor in a supporting role,Max von Sydow,Extremely Loud & Incredibly Close,FALSE,1032
1961,actor,Maximilian Schell,Judgment at Nuremberg,TRUE,1033
1975,actor,Maximilian Schell,The Man in the Glass Booth,FALSE,1034
1977,actor in a supporting role,Maximilian Schell,Julia,FALSE,1035
1985,actress in a supporting role,Meg Tilly,Agnes of God,FALSE,1036
1988,actress in a leading role,Melanie Griffith,Working Girl,FALSE,1037
1960,actress,Melina Mercouri,Never on Sunday,FALSE,1038
1977,actress in a supporting role,Melinda Dillon,Close Encounters of the Third Kind,FALSE,1039
1981,actress in a supporting role,Melinda Dillon,Absence of Malice,FALSE,1040
2008,actress in a leading role,Melissa Leo,Frozen River,FALSE,1041
2010,actress in a supporting role,Melissa Leo,The Fighter,TRUE,1042
2011,actress in a supporting role,Melissa McCarthy,Bridesmaids,FALSE,1043
1963,actor in a supporting role,Melvyn Douglas,Hud,TRUE,1044
1970,actor,Melvyn Douglas,I Never Sang for My Father,FALSE,1045
1979,actor in a supporting role,Melvyn Douglas,Being There,TRUE,1046
1949,actress in a supporting role,Mercedes McCambridge,All the King's Men,TRUE,1047
1956,actress in a supporting role,Mercedes McCambridge,Giant,FALSE,1048
1991,actress in a supporting role,Mercedes Ruehl,The Fisher King,TRUE,1049
1978,actress in a supporting role,Meryl Streep,The Deer Hunter,FALSE,1050
1979,actress in a supporting role,Meryl Streep,Kramer vs. Kramer,TRUE,1051
1981,actress in a leading role,Meryl Streep,The French Lieutenant's Woman,FALSE,1052
1982,actress in a leading role,Meryl Streep,Sophie's Choice,TRUE,1053
1983,actress in a leading role,Meryl Streep,Silkwood,FALSE,1054
1985,actress in a leading role,Meryl Streep,Out of Africa,FALSE,1055
1987,actress in a leading role,Meryl Streep,Ironweed,FALSE,1056
1988,actress in a leading role,Meryl Streep,A Cry in the Dark,FALSE,1057
1990,actress in a leading role,Meryl Streep,Postcards from the Edge,FALSE,1058
1995,actress in a leading role,Meryl Streep,The Bridges of Madison County,FALSE,1059
1998,actress in a leading role,Meryl Streep,One True Thing,FALSE,1060
1999,actress in a leading role,Meryl Streep,Music of the Heart,FALSE,1061
2002,actress in a supporting role,Meryl Streep,Adaptation,FALSE,1062
2006,actress in a leading role,Meryl Streep,The Devil Wears Prada,FALSE,1063
2008,actress in a leading role,Meryl Streep,Doubt,FALSE,1064
2009,actress in a leading role,Meryl Streep,Julie & Julia,FALSE,1065
2011,actress in a leading role,Meryl Streep,The Iron Lady,TRUE,1066
1966,actor,Michael Caine,Alfie,FALSE,1067
1972,actor,Michael Caine,Sleuth,FALSE,1068
1983,actor in a leading role,Michael Caine,Educating Rita,FALSE,1069
1986,actor in a supporting role,Michael Caine,Hannah and Her Sisters,TRUE,1070
1999,actor in a supporting role,Michael Caine,The Cider House Rules,TRUE,1071
2002,actor in a leading role,Michael Caine,The Quiet American,FALSE,1072
1945,actor in a supporting role,Michael Chekhov,Spellbound,FALSE,1073
1999,actor in a supporting role,Michael Clarke Duncan,The Green Mile,FALSE,1074
1987,actor in a leading role,Michael Douglas,Wall Street,TRUE,1075
1965,actor in a supporting role,Michael Dunn,Ship of Fools,FALSE,1076
1967,actor in a supporting role,Michael J. Pollard,Bonnie and Clyde,FALSE,1077
1991,actor in a supporting role,Michael Lerner,Barton Fink,FALSE,1078
1980,actor in a supporting role,Michael O'Keefe,The Great Santini,FALSE,1079
1947,actor,Michael Redgrave,Mourning Becomes Electra,FALSE,1080
2008,actor in a supporting role,Michael Shannon,Revolutionary Road,FALSE,1081
1974,actor in a supporting role,Michael V. Gazzo,The Godfather Part II,FALSE,1082
1988,actress in a supporting role,Michelle Pfeiffer,Dangerous Liaisons,FALSE,1083
1989,actress in a leading role,Michelle Pfeiffer,The Fabulous Baker Boys,FALSE,1084
1992,actress in a leading role,Michelle Pfeiffer,Love Field,FALSE,1085
2005,actress in a supporting role,Michelle Williams,Brokeback Mountain,FALSE,1086
2010,actress in a leading role,Michelle Williams,Blue Valentine,FALSE,1087
2011,actress in a leading role,Michelle Williams,My Week with Marilyn,FALSE,1088
1939,actor,Mickey Rooney,Babes in Arms,FALSE,1089
1943,actor,Mickey Rooney,The Human Comedy,FALSE,1090
1956,actor in a supporting role,Mickey Rooney,The Bold and the Brave,FALSE,1091
1979,actor in a supporting role,Mickey Rooney,The Black Stallion,FALSE,1092
2008,actor in a leading role,Mickey Rourke,The Wrestler,FALSE,1093
1977,actor in a supporting role,Mikhail Baryshnikov,The Turning Point,FALSE,1094
1951,actress in a supporting role,Mildred Dunnock,Death of a Salesman,FALSE,1095
1956,actress in a supporting role,Mildred Dunnock,Baby Doll,FALSE,1096
1967,actress in a supporting role,Mildred Natwick,Barefoot in the Park,FALSE,1097
1938,actress in a supporting role,Miliza Korjus,The Great Waltz,FALSE,1098
1997,actress in a supporting role,Minnie Driver,Good Will Hunting,FALSE,1099
1995,actress in a supporting role,Mira Sorvino,Mighty Aphrodite,TRUE,1100
1992,actress in a supporting role,Miranda Richardson,Damage,FALSE,1101
1994,actress in a leading role,Miranda Richardson,Tom & Viv,FALSE,1102
1936,actor in a supporting role,Mischa Auer,My Man Godfrey,FALSE,1103
1957,actress in a supporting role,Miyoshi Umeki,Sayonara,TRUE,1104
2009,actress in a supporting role,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,TRUE,1105
1948,actor,Montgomery Clift,The Search,FALSE,1106
1951,actor,Montgomery Clift,A Place in the Sun,FALSE,1107
1953,actor,Montgomery Clift,From Here to Eternity,FALSE,1108
1961,actor in a supporting role,Montgomery Clift,Judgment at Nuremberg,FALSE,1109
1942,actor,Monty Woolley,The Pied Piper,FALSE,1110
1944,actor in a supporting role,Monty Woolley,Since You Went Away,FALSE,1111
1987,actor in a supporting role,Morgan Freeman,Street Smart,FALSE,1112
1989,actor in a leading role,Morgan Freeman,Driving Miss Daisy,FALSE,1113
1994,actor in a leading role,Morgan Freeman,The Shawshank Redemption,FALSE,1114
2004,actor in a supporting role,Morgan Freeman,Million Dollar Baby,TRUE,1115
2009,actor in a leading role,Morgan Freeman,Invictus,FALSE,1116
1956,actress,Nancy Kelly,The Bad Seed,FALSE,1117
1950,actress in a supporting role,Nancy Olson,Sunset Blvd.,FALSE,1118
2003,actress in a leading role,Naomi Watts,21 Grams,FALSE,1119
2012,actress in a leading role,Naomi Watts,The Impossible,FALSE,1120
2004,actress in a supporting role,Natalie Portman,Closer,FALSE,1121
2010,actress in a leading role,Natalie Portman,Black Swan,TRUE,1122
1955,actress in a supporting role,Natalie Wood,Rebel without a Cause,FALSE,1123
1961,actress,Natalie Wood,Splendor in the Grass,FALSE,1124
1963,actress,Natalie Wood,Love with the Proper Stranger,FALSE,1125
1976,actor in a supporting role,Ned Beatty,Network,FALSE,1126
1963,actor in a supporting role,Nick Adams,Twilight of Honor,FALSE,1127
1991,actor in a leading role,Nick Nolte,The Prince of Tides,FALSE,1128
1998,actor in a leading role,Nick Nolte,Affliction,FALSE,1129
2011,actor in a supporting role,Nick Nolte,Warrior,FALSE,1130
1995,actor in a leading role,Nicolas Cage,Leaving Las Vegas,TRUE,1131
2002,actor in a leading role,Nicolas Cage,Adaptation,FALSE,1132
2001,actress in a leading role,Nicole Kidman,Moulin Rouge,FALSE,1133
2002,actress in a leading role,Nicole Kidman,The Hours,TRUE,1134
2010,actress in a leading role,Nicole Kidman,Rabbit Hole,FALSE,1135
1994,actor in a leading role,Nigel Hawthorne,The Madness of King George,FALSE,1136
1954,actress in a supporting role,Nina Foch,Executive Suite,FALSE,1137
1984,actor in a supporting role,Noriyuki 'Pat' Morita,The Karate Kid,FALSE,1138
1987,actress in a supporting role,Norma Aleandro,Gaby - A True Story,FALSE,1139
1936,actress,Norma Shearer,Romeo and Juliet,FALSE,1140
1938,actress,Norma Shearer,Marie Antoinette,FALSE,1141
2011,actress in a supporting role,Octavia Spencer,The Help,TRUE,1142
1939,actress in a supporting role,Olivia de Havilland,Gone with the Wind,FALSE,1143
1941,actress,Olivia de Havilland,Hold Back the Dawn,FALSE,1144
1946,actress,Olivia de Havilland,To Each His Own,TRUE,1145
1948,actress,Olivia de Havilland,The Snake Pit,FALSE,1146
1949,actress,Olivia de Havilland,The Heiress,TRUE,1147
1987,actress in a supporting role,Olympia Dukakis,Moonstruck,TRUE,1148
1962,actor in a supporting role,Omar Sharif,Lawrence of Arabia,FALSE,1149
1985,actress in a supporting role,Oprah Winfrey,The Color Purple,FALSE,1150
1941,actor,Orson Welles,Citizen Kane,FALSE,1151
1948,actor in a supporting role,Oscar Homolka,I Remember Mama,FALSE,1152
1965,actor,Oskar Werner,Ship of Fools,FALSE,1153
2003,actress in a supporting role,Patricia Clarkson,Pieces of April,FALSE,1154
1941,actress in a supporting role,Patricia Collinge,The Little Foxes,FALSE,1155
1963,actress,Patricia Neal,Hud,TRUE,1156
1968,actress,Patricia Neal,The Subject Was Roses,FALSE,1157
1962,actress in a supporting role,Patty Duke,The Miracle Worker,TRUE,1158
1956,actress in a supporting role,Patty McCormack,The Bad Seed,FALSE,1159
2005,actor in a supporting role,Paul Giamatti,Cinderella Man,FALSE,1160
1943,actor,Paul Lukas,Watch on the Rhine,TRUE,1161
1936,actor,Paul Muni,The Story of Louis Pasteur,TRUE,1162
1937,actor,Paul Muni,The Life of Emile Zola,FALSE,1163
1959,actor,Paul Muni,The Last Angry Man,FALSE,1164
1958,actor,Paul Newman,Cat on a Hot Tin Roof,FALSE,1165
1961,actor,Paul Newman,The Hustler,FALSE,1166
1963,actor,Paul Newman,Hud,FALSE,1167
1967,actor,Paul Newman,Cool Hand Luke,FALSE,1168
1981,actor in a leading role,Paul Newman,Absence of Malice,FALSE,1169
1982,actor in a leading role,Paul Newman,The Verdict,FALSE,1170
1986,actor in a leading role,Paul Newman,The Color of Money,TRUE,1171
1994,actor in a leading role,Paul Newman,Nobody's Fool,FALSE,1172
2002,actor in a supporting role,Paul Newman,Road to Perdition,FALSE,1173
1966,actor,Paul Scofield,A Man for All Seasons,TRUE,1174
1994,actor in a supporting role,Paul Scofield,Quiz Show,FALSE,1175
1972,actor,Paul Winfield,Sounder,FALSE,1176
1943,actress in a supporting role,Paulette Goddard,So Proudly We Hail!,FALSE,1177
1989,actress in a leading role,Pauline Collins,Shirley Valentine,FALSE,1178
1984,actress in a supporting role,Peggy Ashcroft,A Passage to India,TRUE,1179
1958,actress in a supporting role,Peggy Cass,Auntie Mame,FALSE,1180
1955,actress in a supporting role,Peggy Lee,Pete Kelly's Blues,FALSE,1181
1965,actress in a supporting role,Peggy Wood,The Sound of Music,FALSE,1182
2006,actress in a leading role,Pen_lope Cruz,Volver,FALSE,1183
2008,actress in a supporting role,Pen_lope Cruz,Vicky Cristina Barcelona,TRUE,1184
2009,actress in a supporting role,Pen_lope Cruz,Nine,FALSE,1185
1978,actress in a supporting role,Penelope Milford,Coming Home,FALSE,1186
1993,actor in a supporting role,Pete Postlethwaite,In the Name of the Father,FALSE,1187
1960,actor in a supporting role,Peter Falk,"Murder, Inc.",FALSE,1188
1961,actor in a supporting role,Peter Falk,Pocketful of Miracles,FALSE,1189
1971,actor,Peter Finch,Sunday Bloody Sunday,FALSE,1190
1976,actor in a leading role,Peter Finch,Network,TRUE,1191
1977,actor in a supporting role,Peter Firth,Equus,FALSE,1192
1997,actor in a leading role,Peter Fonda,Ulee's Gold,FALSE,1193
1962,actor,Peter O'Toole,Lawrence of Arabia,FALSE,1194
1964,actor,Peter O'Toole,Becket,FALSE,1195
1968,actor,Peter O'Toole,The Lion in Winter,FALSE,1196
1969,actor,Peter O'Toole,"Goodbye, Mr. Chips",FALSE,1197
1972,actor,Peter O'Toole,The Ruling Class,FALSE,1198
1980,actor in a leading role,Peter O'Toole,The Stunt Man,FALSE,1199
1982,actor in a leading role,Peter O'Toole,My Favorite Year,FALSE,1200
2006,actor in a leading role,Peter O'Toole,Venus,FALSE,1201
1964,actor,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,FALSE,1202
1979,actor in a leading role,Peter Sellers,Being There,FALSE,1203
1951,actor in a supporting role,Peter Ustinov,Quo Vadis,FALSE,1204
1960,actor in a supporting role,Peter Ustinov,Spartacus,TRUE,1205
1964,actor in a supporting role,Peter Ustinov,Topkapi,TRUE,1206
2005,actor in a leading role,Philip Seymour Hoffman,Capote,TRUE,1207
2007,actor in a supporting role,Philip Seymour Hoffman,Charlie Wilson's War,FALSE,1208
2008,actor in a supporting role,Philip Seymour Hoffman,Doubt,FALSE,1209
2012,actor in a supporting role,Philip Seymour Hoffman,The Master,FALSE,1210
1961,actress,Piper Laurie,The Hustler,FALSE,1211
1976,actress in a supporting role,Piper Laurie,Carrie,FALSE,1212
1986,actress in a supporting role,Piper Laurie,Children of a Lesser God,FALSE,1213
2002,actress in a supporting role,Queen Latifah,Chicago,FALSE,1214
1977,actress in a supporting role,Quinn Cummings,The Goodbye Girl,FALSE,1215
2012,actress in a leading role,Quvenzhan_ Wallis,Beasts of the Southern Wild,FALSE,1216
1998,actress in a supporting role,Rachel Griffiths,Hilary and Jackie,FALSE,1217
1963,actress,Rachel Roberts,This Sporting Life,FALSE,1218
2005,actress in a supporting role,Rachel Weisz,The Constant Gardener,TRUE,1219
1937,actor in a supporting role,Ralph Bellamy,The Awful Truth,FALSE,1220
1993,actor in a supporting role,Ralph Fiennes,Schindler's List,FALSE,1221
1996,actor in a leading role,Ralph Fiennes,The English Patient,FALSE,1222
1949,actor in a supporting role,Ralph Richardson,The Heiress,FALSE,1223
